cycle,branch,forecastdate,district,component_no,component_name,component_impact,component_narrative,genre,candidateA,candidateB,shortnmA,shortnmB,timestamp
2020,House,11/3/20,IN-5,5,Fundraising,4.044709,"As of Oct. 14, Hale had raised $2,678,000 in individual contributions (72% of all such contributions to the major-party candidates); Spartz had raised $1,025,000 (28%).",DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,4,Generic ballot,5.970816,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,2,District partisanship,-12.66022,"IN-5 is 14.9 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-5,11,Total,-2.6447,"",DR,Christina Hale,Victoria Spartz,Hale,Spartz,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,7,Challenger experience,0,Mackey has never held elected office.,DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,6,Incumbent's voting record in Congress,-.4862087,Baird has voted with Republicans 74% of the time in roll-call votes in recent sessions of Congress.,DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,5,Fundraising,-13.1978,"As of Oct. 14, Baird had raised $105,000 in individual contributions (74% of all such contributions to the major-party candidates); Mackey had raised $36,000 (26%).",DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,4,Generic ballot,2.872648,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,3,Incumbent's margin in last election,-6.848081,Baird won by 28.1 percentage points in 2018 in an open-seat race.,DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,2,District partisanship,-7.775427,"IN-4 is 32.2 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,11,Total,-33.5281,"",DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-4,1,Incumbency,-8.093225,"Baird has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-4 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Joe Mackey,James Baird,Mackey,Baird,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,7,Challenger experience,0,Coldiron has never held elected office.,DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,6,Incumbent's voting record in Congress,.2982962,Banks has voted with Republicans 81% of the time in roll-call votes in recent sessions of Congress.,DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,5,Fundraising,-14.79994,"As of Oct. 14, Banks had raised $455,000 in individual contributions (86% of all such contributions to the major-party candidates); Coldiron had raised $71,000 (14%).",DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,4,Generic ballot,2.91615,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,3,Incumbent's margin in last election,-6.583266,Banks won by 29.5 percentage points in 2018.,DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,2,District partisanship,-8.302225,"IN-3 is 33.7 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,11,Total,-34.6884,"",DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-3,1,Incumbency,-8.217413,"Banks has been elected to 2 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-3 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Chip Coldiron,Jim Banks,Coldiron,Banks,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,7,Challenger experience,0,Hackett has never held elected office.,DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,6,Incumbent's voting record in Congress,.0055961,Walorski has voted with Republicans 79% of the time in roll-call votes in recent sessions of Congress.,DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,5,Fundraising,-6.390148,"As of Oct. 14, Hackett had raised $737,000 in individual contributions (51% of all such contributions to the major-party candidates); Walorski had raised $711,000 (49%).",DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,4,Generic ballot,1.773695,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,3,Incumbent's margin in last election,-1.846659,Walorski won by 9.7 percentage points in 2018.,DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,2,District partisanship,-3.148066,"IN-2 is 21.5 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Trump in 2016 and Romney in 2012.",DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,11,Total,-14.49306,"",DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-2,1,Incumbency,-4.887479,"Walorski has been elected to 4 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IN-2 has nationally representative demographics, so incumbency won't help Walorski as much there.",DR,Pat Hackett,Jackie Walorski,Hackett,Walorski,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,7,Candidate experience,.2255419,Mrvan has held elected office before but Leyva hasn't.,DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,5,Fundraising,8.841754,"As of Oct. 14, Mrvan had raised $326,000 in individual contributions (100% of all such contributions to the major-party candidates); Leyva had raised $0 (0%).",DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,4,Generic ballot,5.824208,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,2,District partisanship,12.42603,"IN-1 is 14.9 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IN-1,11,Total,27.31754,"",DR,Frank J. Mrvan,Mark Leyva,Mrvan,Leyva,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,7,Challenger experience,0,Sangari has never held elected office.,DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,6,Incumbent's voting record in Congress,-2.880469,"Schakowsky has voted with Democrats 97% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,5,Fundraising,9.379658,"As of Oct. 14, Schakowsky had raised $1,335,000 in individual contributions (98% of all such contributions to the major-party candidates); Sangari had raised $24,000 (2%).",DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,4,Generic ballot,4.243318,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,3,Incumbent's margin in last election,9.668925,Schakowsky won by 47.0 percentage points in 2018.,DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,2,District partisanship,13.24411,"IL-9 is 36.7 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,11,Total,46.18322,"",DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-9,1,Incumbency,12.52768,"Schakowsky has been elected to 11 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IL-9 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Jan Schakowsky,Sargis Sangari,Schakowsky,Sangari,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,7,Challenger experience,0,Cameron has never held elected office.,DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,6,Incumbent's voting record in Congress,-2.420494,"Davis has voted with Democrats 95% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,5,Fundraising,9.035057,"As of Oct. 14, Davis had raised $55,000 in individual contributions (100% of all such contributions to the major-party candidates); Cameron had raised $0 (0%).",DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,4,Generic ballot,3.9635,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,3,Incumbent's margin in last election,17.95596,Davis won by 75.2 percentage points in 2018.,DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,2,District partisanship,29.81365,"IL-7 is 72.9 percentage points more Democratic-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Obama in 2012.",DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,11,Total,70.84127,"",DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-7,1,Incumbency,12.4936,"Davis has been elected to 12 terms. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IL-7 has highly distinctive demographics, so incumbency will help Davis a lot there.",DR,Danny K. Davis,Craig Cameron,Davis,Cameron,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,7,Challenger experience,-1.669983,"Ives has held elected office before. (So has Casten, but this is accounted for in our incumbency calculation.)",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,6,Incumbent's voting record in Congress,-1.424732,"Casten has voted with Democrats 97% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,5,Fundraising,1.649689,"As of Oct. 14, Casten had raised $4,262,000 in individual contributions (62% of all such contributions to the major-party candidates); Ives had raised $2,657,000 (38%).",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,4,Generic ballot,2.156888,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,3,Incumbent's margin in last election,.4499168,"Casten won by 7.2 percentage points in 2018, defeating an incumbent.",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,2,District partisanship,-.34632,"IL-6 is 2.0 percentage points more Republican-leaning than the country overall, based on how it has voted in recent presidential and state legislative elections. It voted for Clinton in 2016 and Romney in 2012.",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,11,Total,6.976052,"",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-6,1,Incumbency,6.160593,"Casten has been elected to 1 term. Congress has only a 21.1% approval rating, reducing the incumbency advantage. The incumbency advantage is larger in states and districts with distinctive demographic patterns. IL-6 has somewhat distinctive demographics, so the incumbency advantage will be about average there.",DR,Sean Casten,Jeanne Ives,Casten,Ives,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-5,8,Scandals,0,Neither candidate is involved in a scandal.,DR,Mike Quigley,Tommy Hanson,Quigley,Hanson,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-5,7,Challenger experience,0,Hanson has never held elected office.,DR,Mike Quigley,Tommy Hanson,Quigley,Hanson,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-5,6,Incumbent's voting record in Congress,-2.212095,"Quigley has voted with Democrats 93% of the time in roll-call votes in recent sessions of Congress. Candidates who vote with their party very frequently tend to underperform at the ballot booth, other factors held equal.",DR,Mike Quigley,Tommy Hanson,Quigley,Hanson,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-5,5,Fundraising,9.412929,"As of Oct. 14, Quigley had raised $362,000 in individual contributions (100% of all such contributions to the major-party candidates); Hanson had raised $0 (0%).",DR,Mike Quigley,Tommy Hanson,Quigley,Hanson,00:19:54  3 Nov 2020
2020,House,11/3/20,IL-5,4,Generic ballot,4.129266,Democrats lead by an average of 7.3 percentage points in polls of the generic congressional ballot.,DR,Mike Quigley,Tommy Hanson,Quigley,Hanson,00:19:54  3 Nov 2020
